Fixed-point accuracy study,,,,,,,,,,,,,,,,,,,,,
Clip #,Ground truth,TensorFlow,N_STO = 2,N_STO = 3,N_STO = 4,N_STO = 5,N_STO = 6,N_STO = 7,N_STO = 8,N_STO = 9,N_STO = 10,N_STO = 11,N_STO = 12,N_STO = 13,N_STO = 14,N_STO = 15,N_STO = 16,N_STO = 17,N_STO = 18,N_STO = 19,N_STO = 20
934,3,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
935,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
936,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
937,3,3,.,.,.,2,2,3,3,3,3,3,3,3,3,.,.,.,.,.,.
938,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
939,3,3,.,.,.,3,3,2,3,3,3,3,3,3,3,.,.,.,.,.,.
940,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
941,3,3,.,.,.,2,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
942,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
943,3,4,.,.,.,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.
944,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
945,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
946,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
947,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
948,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
949,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
950,3,3,.,.,.,4,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
951,3,3,.,.,.,2,3,2,3,3,3,3,3,3,3,.,.,.,.,.,.
952,3,2,.,.,.,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.
953,3,3,.,.,.,2,4,2,3,3,3,3,3,3,3,.,.,.,.,.,.
954,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
955,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
956,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
957,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
958,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
959,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
960,3,3,.,.,.,2,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
961,3,3,.,.,.,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.
962,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Accuracy,.,0.8612,0.0,0.0,0.0,0.7693,0.8559,0.8476,0.8486,0.858,0.8633,0.8601,0.8601,0.8591,0.8601,0.0,0.0,0.0,0.0,0.0,0.0
